title,salary,location,employer,employer_rating,summary,search_city,search_role
Junior Innovation Analyst,,Oxford,NielsenIQ,,"Analyze study results, summarize data and draft reports and presentations.
Participate in client discussions/presentations and work through implications and…",Oxford,data analyst
Trainee Data Analyst,,Abingdon,Impact Talent,,Analysis of customers’ master data to ensure it is fit for purpose and feedback to customers on any issues or changes required.,Oxford,data analyst
Graduate Business Analyst,"Up to £30,000 a year",Abingdon,Haigh Group Ltd,,The successful candidate will be able to: grasp business models fast; work independently yet know when to ask salient questions; write project specifications;…,Oxford,data analyst
Data Analyst,,Kidlington,Essentra PLC,3.0,"Ensure consistent and comprehensive data setup to include all EMEA Components facilities.
Identify opportunities and participate in projects to improve master…",Oxford,data analyst
,,Thatcham,Harrods,4.1,"Recognized as an influential analyst amongst our team, you’ll partner with other analysts to build dashboard and feed the business with a story of our stock…",Oxford,data analyst
Epidemiologist/Statistician/Health Data Scientist,"£42,149 - £50,296 a year",Oxford OX2 6GG,University of Oxford,4.2,You will initially conduct research evaluating the impact of COVID-19 on recovering patients and the health service.,Oxford,data scientist
Data Scientist - Data Base Expert,"£50,000 - £61,000 a year",Long Hanborough OX29 8LJ•Remote,JEOL,,"Create a solution and user tools to store and handle analytical chemistry data.
Keep up to date with modern algorithms for storing, searching and retrieving…",Oxford,data scientist
,"£19,000 - £26,000 a year",Witney OX28 6ZJ•Remote,Amadeus Software,,"We specialise in data science and business analytics using SAS and Open-Source software such as R and Python.
Strong communication and organisational skills.",Oxford,data scientist
Graduate Data Science Analyst,"£24,000 a year",Oxford,Graduate Recruitment Bureau,4.9,"Manipulation of large data sets.
Strong analytical skills with proven ability to interpret data.
Conducting analysis on the data to optimise new business…",Oxford,data scientist
Data Scientist | Oxford (Hybrid),"£50,000 - £60,000 a year",Oxford,Reqiva Ltd,,They're looking for someone who would be able to working from Oxford and collaborate in the lab 2/3 days a week and work from home where applicable the…,Oxford,data scientist
Data Scientist Imi Radar-Ad,"£33,309 - £40,927 a year",Oxford,University of Oxford,4.2,"To be considered you will have a PhD involving a substantial data science component and a BSc or MSc in Science, Maths, Engineering or Computing.",Oxford,data scientist
Data Scientist,,Oxford•Remote,Deep Planet,,"The post holder will be developing ML tools agriculture and working with data (ground sensor measurements, SAR and optical data).",Oxford,data scientist
Senior Data Scientist,"£42,149 - £50,296 a year",Oxford OX3,University of Oxford,4.2,"You will be driving the data analysis strategy of a large cohort of up to 250k patients with CT imaging, biomarkers and genetic information linked with 15 years…",Oxford,data scientist
Scuderia Alphatauri - Data Scientist,,Bicester,Red Bull,4.0,"Improve aero data correlation between tunnel, CFD and track by assisting development of interoperable APIs for data exchange Aerodynamic Data Analysis.",Oxford,data scientist
Clinical Data Scientist,,Oxford,PSI CRO,,"Map, mine and classify raw data and pull processed data into PSI data platform.
At least 2-year experience in data management area including one or more of the…",Oxford,data scientist
Senior Data Scientist,,Oxford,Tripadvisor,3.9,"Lead data science projects from concept to implementation: explore data, build and productize models & coordinate model deployment and integration into the…",Oxford,data scientist
Postdoctoral Research Scientist In Analysis Of Virus And Hos...,"£33,309 - £40,927 a year",Oxford OX1 3SY,University of Oxford,4.2,We are seeking a post-doctoral research scientist with a track record in virus and host genomic data analysis to join Dr.,Oxford,data scientist
,,Newbury,Vodafone,3.9,"Expertise in data manipulation: use of structured data tools (e.g., SQL), & unstructured data tools and platforms (e.g., Hadoop, Spark, NoSQL).",Oxford,data scientist
Data Analysis Engineer,,Oxford,Oxford Nanopore Technologies,,"Transformation and loading of data into and within a unified data warehouse;
Understanding and extracting data from various source systems;",Oxford,data scientist
Research/Data Scientist/S (Defence & Security),,Oxford•Remote,Mind Foundry,,"It would also be *helpful* to have experience with analysing social media data, geospatial, and geo-temporal modelling, with data at multiple levels of…",Oxford,data scientist
Pricing - Data Analyst,,Oxford,Buildbase Finance,,"Proven ability to check data for accuracy and integrity.
Experience of managing large data sets (100,000+).
Maintaining pricing data, including processing any…",Oxford,data analyst
Research Analyst,,Oxford•Remote,Veeva Systems,,"Support data insights reports based on the data and customers’ needs.
As a Research Analyst, you’ll use your scientific knowledge and research skills you will…",Oxford,data analyst
Business Analyst,,Oxford•Remote,Oodle Finance,4.1,They are a dynamic team responsible for bridging the gap between the technical and operational sides of the business to help tailor solutions to improve the…,Oxford,data analyst
,,Reading,Reading Borough Council,3.7,"Apply the tools and techniques for data analysis, data visualisation and presentations.
Ability to build process maps that identify points in the process where…",Oxford,data analyst
Data Analyst,,Thame OX9 3AJ•Remote,ULS technology,,"(Preferred) Experience in data modelling.
Support in the build out of our Master data.
Experience in data analyses with a variety of methodologies leading to…",Oxford,data analyst
Graduate Statistical Programmer Analyst 2022,,High Wycombe,Johnson & Johnson Family of Companies,4.2,"Janssen Pharmaceutical Companies of Johnson & Johnson is recruiting for an enthusiastic, innovative, data and analytics-focused graduate to join its Statistical…",Oxford,data analyst
,,Reading•Remote,Primark - US,3.5,"Some experience with leveraging data analytic technologies.
Demonstrate an understanding of the requirements for integrations and data transformation in a…",Oxford,data analyst
Data Analyst / Bi Engineer – Biotech,,Oxford,Shift F5 Ltd,,"They’re looking for someone who has a broad range of experience but who has worked with modern reporting, visualisation and analytics tools and who has ideally…",Oxford,data analyst
Amazon Data Analyst,,Aylesbury HP21,ACCO Brands,,"Make recommendations based on data.
The successful candidate will be able to use a combination of data sources to turn data into insights to drive business…",Oxford,data analyst
Data Analyst,,Oxford,Oxford Nanopore Technologies,,Working with data-owners and product developers to improve systems for generating and bringing together data to improve data quality.,Oxford,data analyst
Siop & Logistics Analyst Industrial Placement,,Banbury,Collins Aerospace,3.7,"Responsibility for the end-to-end analysis and data management of core inventory metrics.
Provide data and analysis to enable the robust and accurate production…",Oxford,data analyst
Business Analyst,"£42,149 a year",Headington,Oxford Brookes University,4.2,"This will entail strong skills in stakeholder engagement, gathering and analysing detailed user requirements, data analysis, solutions development, user…",Oxford,data analyst
,"£32,851 - £43,385 a year",Oxfordshire,SSE plc,3.0,IT skills including advanced Excel and proficient in PowerBI to effectively analyse performance data and deliver formal presentations.,Oxford,data analyst
Data Analysis Engineer,,Oxford,Oxford Nanopore Technologies,,"Transformation and loading of data into and within a unified data warehouse;
Understanding and extracting data from various source systems;",Oxford,data analyst
Senior Systematic Review Analyst,,Bicester•Remote,Ex Libris,,"To undertake be-spoke research and data collection as required.
To supervise literature review projects (from design including data extraction, qualitative…",Oxford,data analyst
Machine Learning Scientist,,Oxford•Remote,Deep Planet,,"The post holder will be developing ML algorithms (with a strong focus on deep learning) for satellite imagery, such as semantic segmentation and multi-modal ML…",Oxford,data scientist
Postdoctoral Researcher Â€“ Data Scientist / Bioinformaticia...,"£33,309 - £40,927 a year",Oxford,University of Oxford,4.2,"You will be educated to PhD level (or near) and will have experience in Mathematics, Statistics, Computer Science, Physics, Engineering, Bioinformatics, Biology…",Oxford,data scientist
Senior Data Scientist,,Oxford,NielsenIQ,,"Strong aptitude for data analysis.
Evaluate current methodologies and identify opportunities for enhancement (input data cleaning, data preparation…",Oxford,data scientist
Biostatistician 1: 2022 Graduates,,Reading,IQVIA,3.8,"Programming quality control checks for the source data and reporting the data issues periodically.
Review data management documentation and advise on CRF and…",Oxford,data scientist
Data Scientist,,Reading,PGSM Consulting,,"Proactively identify and drive new use cases and data-driven product innovations.
As a Senior Data Scientist you will be responsible for providing analytical…",Oxford,data scientist
Data Science Intern (6 Months) - Architecture Optimization F...,,Abingdon,Schlumberger,4.0,"Data Science Intern (6 Months) - Architecture optimization for 3D location recommender model.
You'll be optimizing the model architecture of a three-dimensional…",Oxford,data scientist
Data Science Intern (6 Months) - Ml Operations: Drift Detect...,,Abingdon,Schlumberger,4.0,"Data Science Intern (6 Months) - ML Operations: drift detection, prediction confidence, and shadow deployment.",Oxford,data scientist
Senior Bioinformatician Data Scientist,,Oxford OX3 7FZ,Nucleome Therapeutics Ltd.,,"Track record of working with single cell genomics data.
Strong organisational skills to track data and record downstream analysis.",Oxford,data scientist
Gillette Electrical Design / Data Science Internship 2022,,Reading,Procter & Gamble,4.1,"For data analytics projects : Driving Gille t te's Digital Transformation Vision to accelerate speed to market, improve productivity and quality by leveraging…",Oxford,data scientist
Knowledge Data Scientist,,Abingdon•Remote,Evotec,,"Collaborate with scientists throughout the company to develop cutting edge ML/DL and data analytics tools, with a focus on Knowledge Graphs.",Oxford,data scientist
Analytics Engineer,,Oxford,Exscientia,,"Participate in wider data team activities such as data standards.
Understanding of data modelling techniques.
Knowledge of data visualisation best practices.",Oxford,data scientist
Data Scientist,,Charlbury,Natter ai,,"Present information using data visualisation techniques.
Undertake preprocessing of structured and unstructured data.
Combine models through ensemble modeling.",Oxford,data scientist
Time Domain Radio Astronomy Data Scientist For Ska Construct...,"£42,149 - £50,296 a year",Oxford,University of Oxford,4.2,"Conduct independent research in the area of data processing for Pulsars and FRBs.
Real time processing of streaming data for the discovery of pulsars and FRBs.",Oxford,data scientist
Data Scientist / Software Developer,,Abingdon,Tessella,,"Using data science, analytics and a variety of analytical, statistical or machine learning techniques to interpret client data, helping them to make better…",Oxford,data scientist
,"£33,309 - £40,927 a year",Oxford,University of Oxford,4.2,"Reporting directly to Professor Marta Kwiatkowska, you will be contributing to the development of theories, models and algorithms for quantitative/probabilistic…",Oxford,data scientist
Data Analyst,,Chipping Norton OX7 5AR,Rux Burton Associates,4.2,Are you excited by working in a fast-moving commercial environment but for a company transforming educational opportunity for young people around the world?…,Oxford,data analyst
Data Analyst – Global Performance Reporting,,Henley on Thames RG9 1HH,Invesco,3.9,Building and maintaining local data models as needed while subsequently partnering with Technology engineers to transition to firm-wide data repositories as…,Oxford,data analyst
Power Bi Data Analyst,,Marlow,Kyowa Kirin International plc,2.8,"Ability in analysing data using Excel.
Experience accessing data sources; creating reports and dashboards; presenting the data in a clear and concise fashion.",Oxford,data analyst
Senior Systematic Review Analyst,,Bicester•Remote,Clarivate Analytics,3.5,"To undertake be-spoke research and data collection as required.
To supervise literature review projects (from design including data extraction, qualitative…",Oxford,data analyst
,,Newbury,Vodafone,3.9,"Process and data analysis and management.
Uses advanced revenue assurance knowledge to carry out coverage and risk assessments, analytical data capture, design…",Oxford,data analyst
Senior Data Analyst,£450 - £550 a day,Reading RG1•Remote,Protiviti,,Protiviti is looking for a Data Analyst to become one of our Associates in order to work with 1 of our end customers data transformation programme.,Oxford,data analyst
Business Process Analyst,"£28,000 - £32,000 a year",Thame,Parke Lane People,,"Analysis of supplier rates and other commercial data as required by Sales.
Have a new permanent requirement in their team for a Business Process Analyst.",Oxford,data analyst
Junior Reporting Analyst,,Newbury RG14,Micro Focus,3.6,"Ensure accurate and comprehensive data is available to the business.
Maintain a thorough understanding of our Service structures and the associated data.",Oxford,data analyst
Business Intelligence & Data Analytics Internship 2022/23,,Berkshire,Travelport,3.6,"Uncover travel industry trends in our data by performing research projects based on account manager input.
In addition to working with the internal analytics…",Oxford,data analyst
Business Systems Analyst (Fixed Term Contract/ Secondment),"£32,000 a year",Kidlington,Thames Valley Police,3.7,"You will deliver accurate data from validating processes, reconciliation, spot-checking for inconsistencies and instigate resolutions that may affect all staff.",Oxford,data analyst
,,Newbury•Temporarily Remote,Vodafone,3.9,Working with Business Process Architect and Process Owner by in creating data models and interpretation of the data.,Oxford,data analyst
Data Analyst,"£30,000 - £40,000 a year",Oxford,Page Personnel - UK,2.6,"Knowledge and understanding of the retail landscape and an interest in high street and online retail.
Able to express complex technical information to non…",Oxford,data analyst
Senior Data Management Analyst Iii,,Witney,Abbott Laboratories,4.0,"Liaising and collaborating with corresponding teams, you will oversee the creation of eCRFs and data validation specifications, advise on and develop systems…",Oxford,data analyst
Demand Forecasting Analyst,"£32,900 - £49,300 a year",Berkshire,SSE plc,3.0,"Great technical skills and experience in the analysis of data (through Excel or other programs).
Working Pattern: Permanent | Full Time | Flexible First options…",Oxford,data analyst
Fp&A Analyst,,Abingdon,Abbott Laboratories,4.0,"Act as key commercial finance partner to sales managers for specified divisions, supporting with monthly projections, data analysis, pricing and any ad hoc…",Oxford,data analyst
"Statistician/Chemometrician, Manufacturing And Applied Stati...",,High Wycombe,Johnson & Johnson Family of Companies,4.2,"Commitment to modern data analysis techniques and experiences such as Bayesian models, data visualization, and analysis of high-dimensional data.",Oxford,data scientist
Postdoctoral Research Associate In Data Science For Mental H...,"£33,309 - £40,927 a year",Oxford,University of Oxford,4.2,The successful candidate will also work with researchers to develop signature methods and rough path techniques as systematic tools for understanding the types…,Oxford,data scientist
Data Scientist (Super-Resolution Expert),,Oxford,ONI,,"As an experienced member of the team, you will be at the heart of developing new tools and techniques for super-resolution data analysis.",Oxford,data scientist
Postdoctoral Research Assistant In Machine Learning X2,"£33,309 - £35,326 a year",Oxford OX1 3PJ,University of Oxford,4.2,"You will be responsible for the development and implementation of novel computer vision and learning algorithms for reliable, robust, and efficient deep neural…",Oxford,data scientist
Data Scientist,,Abingdon•Remote,Evotec,,We are therefore looking for data savvy scientists to help us structure and analyze this information and distill knowledge to integrate with the deep expertise…,Oxford,data scientist
,,Abingdon OX14 4RX,Adaptimmune,3.6,"Strong ability to design, build and manage data pipelines for data structures encompassing data transformation, data integration, data models, schemas and meta…",Oxford,data scientist
Ai Scientist - Machine Learning,,Reading,PGSM Consulting,,"Analyze data to discover patterns, find opportunities, and develop and apply innovative ML algorithms.
You'll closely collaborate with an engineering team to…",Oxford,data scientist
Postdoctoral Research Assistant In Computational Statistics...,"£33,309 - £40,927 a year",Oxford OX1 3LB,University of Oxford,4.2,Applications are invited for a full-time Postdoctoral Research Associate to join the new Computational Statistical Inference for Engineering and Security …,Oxford,data scientist
"Machine Learning Engineer, Simulation Agents",,Oxford,Waymo,,"Frame the open-ended real-world problems into well-defined ML problems; develop and apply cutting-edge ML approaches (deep learning, reinforcement learning,…",Oxford,data scientist
Ai Scientist - Natural Language Processing,,Reading,PGSM Consulting,,"Analyze data to discover patterns, find opportunities, and develop and apply innovative NLP & ML algorithms.
You'll closely collaborate with an engineering team…",Oxford,data scientist
Data Scientist,,Milton Hill,Infineum,,"Experience in Design of Experiments, regression modelling and data manipulation.
Present data insights, hypothesis, and proposals in a clear and meaningful…",Oxford,data scientist
Clinical Imaging Data Scientist,,Oxford,Brainomix Limited,,The imaging data scientist will work within the Clinical Team to deliver data analysis related to internal and external research projects.,Oxford,data scientist
Data Scientist,,Buckinghamshire,Thornshaw Scientific Recruitment,,"Upon joining, the Data Scientist will be responsible for developing data analysis automation tools and perform in-silica analyst of big data sets.",Oxford,data scientist
,,Oxford,MathHire.org,,The successful candidate will also work with researchers to develop signature methods and rough path techniques as systematic tools for understanding the types…,Oxford,data scientist
Machine Learning Bioinformatician,,Oxfordshire,Oxford Nanopore Technologies,,The Machine Learning Operations group at Oxford Nanopore Technologies is responsible for the engineering which enables training of ML models and their…,Oxford,data scientist
Data Analysis Internship,,Abingdon,European Student Placement Agency (ESPA),,"Job Information Start date March 14, 2022 Industry Science, Research and Development Duration 6 months City Abingdon Job Reference AMBDA2511 Job Description…",Oxford,data analyst
,,Abingdon OX14,p2i,,"Monitor data quality and removing corrupt data.
Acquiring data from various sources, managing data capture.
Using data mining to extract information from data…",Oxford,data analyst
Senior Data Analyst,"£50,000 - £70,000 a year",Oxford•Remote,Shift F5,,"You will be sitting in between the Data Scientists and the Data Engineers, providing a unique service that will allow other team members to visualise and…",Oxford,data analyst
Early Careers - Graduate Analyst Developer (Quantitative) –...,"£25,000 a year",Oxford,Ipsos,3.7,Develop internal monitoring tools that report on data flows and support teams to proactivity identify and fix data issues before they happen.,Oxford,data analyst
Guest Knowledge And Engagement Analyst,,Bicester,Value Retail,4.1,"The ability to extract and manipulate data from CRM systems to other tools.
Experience in data analytics, customer insights, strategy, management consulting,…",Oxford,data analyst
Data Analyst Developer,,Abingdon,Abbott Laboratories,4.0,"The design and development of systems used for managing data (data warehouses, data stores, other BI).
Establishing data architecture, business rules, data…",Oxford,data analyst
Technical Business Analyst,,Oxford,Oxford Instruments Plc,3.4,"Ideally, you’ll have SAP C/X experience, but we are interested to hear from candidates with experience of a similar system and strong technical and BA skills …",Oxford,data analyst
2022 Uk L6 Data Analyst Degree Apprenticeship - Newbury,"£21,500 a year",Newbury,Vodafone,3.9,"And you’ll develop into a Data Analytics expert who can use a range of analytical techniques, present data visualisation, create reports and make…",Oxford,data analyst
Pricing Analyst,,Kidlington,Essentra PLC,3.0,"Essentra Components has undergone a rapid product introduction program over the past few years.
Together with the growth in e-commerce, increasing visibility of…",Oxford,data analyst
,,Oxford•Remote,Oodle Finance,4.1,"Assess impact of new reporting requirements on existing data models, data flows and reporting solutions.
They work hand in hand with the data engineering team…",Oxford,data analyst
,"£32,000 - £40,000 a year",England•Remote,Robert Half,3.9,"Assist in maintaining the data warehouse.
Assist in maintaining data mapping protocols and structure.
Take responsibility for the loading of data via Azure Data…",Oxford,data analyst
Cost Manager Data Analyst/Market Researcher,,Oxford,Ridge Surveyors Limited,,"How to interpret raw data.
To be successful as the data analyst/ market researcher you could be a dynamic Cost Manager or be entrepreneurial and have a passion…",Oxford,data analyst
,,Reading,ConvaTec,3.5,"Excellent written English, including the ability to summarise complex data clearly and succinctly.
In collaboration with the Business Partner and/or Product…",Oxford,data analyst
,"£35,000 - £40,000 a year",Abingdon OX14 4RT,Hampers.com,,"Exposure to data governance frameworks and protocols.
Analyse and define the business data and processes impacted by change and represent them using the…",Oxford,data analyst
Business Analyst - Finance,,Oxfordshire,Oxford Nanopore Technologies,,"Experience in an e-commerce system (Magento) would be an advantage, along with any exposure to data modelling/visualisation.",Oxford,data analyst
Machine Learning Bioinformatician,,Oxfordshire,Oxford Nanopore Technologies,,The Machine Learning Operations group at Oxford Nanopore Technologies is responsible for the engineering which enables training of ML models and their…,Oxford,data scientist
Data Science And Ai Consultant,,Abingdon,Tessella,,"Provide consultancy capabilities as part of a data science solution delivery team as required.
Clarify, qualify, and shape analytics, data science and AI…",Oxford,data scientist
Applied Scientist / Computational Modeller,"£33,000 - £45,000 a year",Reading,AWE,3.3,"Generous holiday entitlement (270 hours a year, including Bank Holidays, plus every other Friday off).
Consideration for either full time or part time hours.",Oxford,data scientist
Director Of Data Science,,Oxford,Exscientia,,"All aspects of group leadership, mentorship and career development of data scientists.
Strong technical data science analytical skills for analyzing large and…",Oxford,data scientist
,"£35,000 a year",Oxford,ECM Selection,,Evidence of enthusiasm for data science research and the use of machine learning technologies within a physics or simulation environment.,Oxford,data scientist
Internship Opportunities: Machine Learning For Visual Commun...,,Reading,Microsoft,4.2,"You will build and evaluate machine learning models and algorithms to solve real-world problems.
You will be working closely with leading machine learning…",Oxford,data scientist
,"£80,000 a year",Oxford OX4 2SU,Animal Dynamics,,"You’ve implemented deployed ML or vision systems working on real data.
Experience of the entire design and implementation process for ML systems, from data…",Oxford,data scientist
"Medical Writer, Informatics And Data Science - Oxford - Oxfo...",,Oxfordshire,Oxford PharmaGenesis™ Ltd,,"A passion for communicating science, data and AI concepts.
In this role, you will be responsible for producing high-quality communication materials for our…",Oxford,data scientist
Post-Doctoral And Junior Research Scientist In Ai-Driven Pat...,,Oxford,Novo Nordisk,4.1,"Have experience on handling longitudinal patient data and working through a variety of approaches to handle unstructured data, feature engineering and missing…",Oxford,data scientist
Lead Data Scientist - Credit Risk,"£75,000 - £95,000 a year",Oxfordshire,Harnham,4.6,"Derive insights from quantitative data.
Work with complex data sets.
This is aa online finance company that's aim is to build a digital and retail process…",Oxford,data scientist
Applied Mathematics Intern (3-6 Months) - Physics Informed M...,,Abingdon,Schlumberger,4.0,"This model will be trained on data generated by a numerical simulator.
Applied Mathematics Intern (3-6 Months) - Physics Informed Machine Learning Model for…",Oxford,data scientist
Data Scientist/Senior Data Scientist,"£31,931 - £44,166 a year",Didcot,Science and Technology Facilities Council (STFC),3.9,"As such, the SciML Group is seeking a number of positions to fulfil these roles, particularly from applicants with a strong background in ML or data science or…",Oxford,data scientist
Machine Learning Engineer,"£60,000 - £75,000 a year",Oxford,IC Resources,4.7,"Develop eﬃcient, reliable software including optimised AI models and compiler libraries for the accelerator chip.
Flexible working (2-3 days on-site weekly).",Oxford,data scientist
Data Analytics Consultant | Business Intelligence / Insights,"£45,000 a year",Reading,hireful,3.7,"You'll have experience in a similar analyst role, where you analysed complex, vast data from varied sources and produced insights and intelligence.",Oxford,data scientist
,,Newbury•Temporarily Remote,Vodafone,3.9,"You will work very closely with other senior data leaders in the UK and Vodafone Group, technology delivery leads, data architects and external system…",Oxford,data scientist
,"£35,000 - £40,000 a year",Abingdon OX14 4RT,Hampers.com,,"Exposure to data governance frameworks and protocols.
Analyse and define the business data and processes impacted by change and represent them using the…",Oxford,data analyst
Business Analyst - Finance,,Oxfordshire,Oxford Nanopore Technologies,,"Experience in an e-commerce system (Magento) would be an advantage, along with any exposure to data modelling/visualisation.",Oxford,data analyst
Cost Manager Data Analyst/Market Researcher,,Oxford,Ridge & Partners LLP,4.5,"How to interpret raw data.
As a data analyst/ researcher you will play a key role within our cost management team that provides technical advice and expert…",Oxford,data analyst
Business Analyst,"£27,000 - £31,000 a year",Buckinghamshire,Orka Financial,,"Strong Excel, analytical and data visualisation skills.
Understanding of the creation and use of relational data models.
Attention to detail and accuracy.",Oxford,data analyst
,"£25,000 a year",Oxford+1 location•Remote,Momentum Security Recruitment,,"Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.",Oxford,data analyst
It Business Analyst,,Newbury,Vodafone,3.9,"Accurately assess business impact (including the impact of change on existing process, organisation and technology, capturing and documenting new and updated…",Oxford,data analyst
Data Analyst (Contract) - Oxfordshire,£315 a week,Oxfordshire,Searchability,4.3,"We need a specialist to come in and organise our data capabilities, this will include Analysing their current data model and improving its efficiency, producing…",Oxford,data analyst
Advance Image Analyst,"£33,309 - £37,467 a year",Oxford,University of Oxford,4.2,"You will also ensure data processing and analysis is completed with integrity, is robust, reproducible and legally in accordance with the highest standard of…",Oxford,data analyst
Postdoctoral Research Scientist In Analysis Of Virus And Hos...,"£33,309 - £40,927 a year",Oxford OX1 3SY,University of Oxford,4.2,We are seeking a post-doctoral research scientist with a track record in virus and host genomic data analysis to join Dr.,Oxford,data analyst
,,Reading,PepsiCo,3.8,"Creation, collation, and presentation of data analysis to drive business decisions.
Technically proficient, with a demonstrable command of analytical tools –…",Oxford,data analyst
Data Analyst,"£35,000 - £40,000 a year",Thame•Remote,Ikhoi Recruitment,,"Strong technical skills including data extraction and data modelling.
Analyse and combine multiple data sources (internal and external) in order to identify and…",Oxford,data analyst
,"£20,000 a year",Banbury,Equals One,,"Responsibility for the end-to-end analysis and data management of core inventory metrics.
Analysis of different data sources to provide actionable information…",Oxford,data analyst
Data Analyst,,Theale,Bottomline Technologies,3.2,"Create data glossaries for data end-users.
Work with Product Owners and Business Stakeholders to breakdown User Stories and Acceptance Criteria into detailed…",Oxford,data analyst
Pricing Analyst,"£45,000 - £48,000 a year",Berkshire,Orka Financial,,"Reviews removal of obsolete data on a regular basis.
Compiles and reviews internal and external data to make better pricing decisions.",Oxford,data analyst
,,Wallingford,Jonas Software,,"The Business Analyst role is a dynamic position where you will work directly with senior management, ensuring they have the data and information required to…",Oxford,data analyst
Machine Learning,,Thames Valley,GCS Recruitment Specialists Ltd,5.0,Advanced data preparation and munging skills with ability to transform data into suitable formats and outputs.,Oxford,data scientist
Machine Learning Engineer - Oxford,,Oxfordshire,Robert Walters,3.6,"For the last 15 years they have been on the forefront of Artificial Intelligence research for the life sciences sector, particularly involving themselves in…",Oxford,data scientist
Applied Mathematics Intern (6 Months) - Ai Assisted Simulato...,,Abingdon,Schlumberger,4.0,"Applied Mathematics Intern (6 Months) - AI assisted simulator time-stepping.
You will develop AI/ML scripts or code to select more effective time-step sizes,…",Oxford,data scientist
Nlp Data Architect,,Abingdon,Evotec,,"Ability to communicate with experimental scientists across a range of disciplines.
Contribute to the development/internalisation of new data science techniques…",Oxford,data scientist
Senior Biostatistician (Home-Based: Uk / Europe),,Reading•Remote,IQVIA,3.8,"You will also collaborate with medical and programming staff to produce interim reports and final reports, allowing a comprehensive understanding and…",Oxford,data scientist
Machine Learning Engineer,,Abingdon•Remote,Evotec,,"Be at the cutting-edge of knowledge creation.
As part of our machine/deep learning team, you will help develop new and apply existing machine learning…",Oxford,data scientist
"Senior Manager, Machine Learning, Viator",,Oxford,Tripadvisor,3.9,"Solid foundation in data structures and algorithms.
Beyond leading the team of ML scientists, you will also be expected to work cross-functionally with analysts…",Oxford,data scientist
"Agile Analytics Epidemiologist, Real World Evidence",,Reading,IQVIA,3.8,"In addition, you will work closely with a cross-functional team and lead data reviews and data quality efforts including curation of electronic health records…",Oxford,data scientist
Senior Deep Learning / Ai Engineer,"Up to £100,000 a year",Oxford•Remote,Warman O'Brien,5.0,"You will be designing and applying Deep Learning Algorithms and models to increase the accuracy, throughput, and reproducibility of genome interpretation.",Oxford,data scientist
Senior Machine Learning Engineer (Shield),"£65,000 - £75,000 a year",Oxford,Oxbotica,,"Developing techniques to generate self-supervised training data.
Previous exposure with self-supervised training data generation.",Oxford,data scientist
Principal Software Engineer (Machine Learning Platform),,Oxford,Tripadvisor,3.9,Our mission is to make data scientists more productive and to enable broader and deeper utilization of machine learning techniques to help improving the…,Oxford,data scientist
Senior Statistical Programmer Analyst,,High Wycombe,Johnson & Johnson Family of Companies,4.2,"In depth knowledge of data structures and relevant statistical programming languages.
The Senior Statistical Programmer Analyst is an individual contributor…",Oxford,data scientist
Postdoctoral Research Associate In The Mathematical Foundati...,,Oxford,MathHire.org,,"The successful candidates will work with leading researchers in stochastic analysis and data science at Oxford as part of a larger, multidisciplinary team.",Oxford,data scientist
